,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Tutoia,BR,-2.7619,-42.2744,79.72,79,43,9.37,light rain
352,Makakilo City,US,21.3469,-158.0858,83.95,63,100,10.36,overcast clouds
353,Sandwick,GB,60.0,-1.25,49.82,81,100,21.85,light rain
354,Victor Harbor,AU,-35.5667,138.6167,62.01,76,7,11.97,clear sky
355,Giyon,ET,8.5333,37.9833,52.83,47,16,11.14,few clouds
356,Tabuk,PH,17.4189,121.4443,75.0,92,84,3.33,broken clouds
357,Winneba,GH,5.3511,-0.6231,78.48,86,52,5.82,broken clouds
358,Rio Gallegos,AR,-51.6226,-69.2181,62.65,25,0,26.46,clear sky
359,Bontang,ID,0.1333,117.5,76.62,86,97,5.06,light rain
360,Altay,CN,47.8667,88.1167,1.17,49,98,7.7,overcast clouds
361,Nador,MA,35.174,-2.9287,55.65,62,0,3.44,clear sky
362,Mizdah,LY,31.4451,12.9801,51.44,57,0,8.14,clear sky
363,Dawei,MM,14.0833,98.2,73.98,91,72,3.44,broken clouds
364,Nishihara,JP,26.1842,127.7558,65.48,82,75,14.97,broken clouds
365,Kodinsk,RU,58.6881,99.1844,-1.77,97,100,8.34,light snow
366,Escanaba,US,45.7453,-87.0646,25.97,65,100,17.27,overcast clouds
367,Plainview,US,40.7765,-73.4673,58.51,90,100,24.16,moderate rain
368,Tefe,BR,-3.3542,-64.7114,89.71,66,40,2.3,scattered clouds
369,Ust-Tsilma,RU,65.441,52.1498,-7.17,100,98,3.0,overcast clouds
370,Tautira,PF,-17.7333,-149.15,78.6,81,35,12.28,light rain
371,Pevek,RU,69.7008,170.3133,6.21,88,100,3.22,overcast clouds
372,Itaituba,BR,-4.2761,-55.9836,79.75,78,97,1.23,overcast clouds
373,Chiapilla,MX,16.5167,-92.7333,85.8,74,4,1.72,light rain
374,Porto Novo,BJ,6.4965,2.6036,82.22,84,65,6.15,broken clouds
375,Ambon,ID,-3.6954,128.1814,79.23,14,40,9.22,scattered clouds
376,Palmer,US,42.1584,-72.3287,57.85,84,100,21.85,light rain
377,Kawalu,ID,-7.3817,108.2082,72.75,92,100,2.42,overcast clouds
378,Conde,BR,-7.2597,-34.9075,80.06,69,40,5.75,scattered clouds
379,Narsaq,GL,60.9167,-46.05,28.62,90,96,3.98,overcast clouds
380,Lipin Bor,RU,60.2622,37.9763,13.33,94,99,3.58,overcast clouds
381,Ferrol,ES,43.4832,-8.2369,52.68,90,67,9.06,broken clouds
382,Sarkand,KZ,45.41,79.9186,28.96,86,100,4.05,overcast clouds
383,Waimes,BE,50.4149,6.1121,39.2,100,100,3.44,fog
384,Yeppoon,AU,-23.1333,150.7333,65.98,88,100,11.21,overcast clouds
385,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,91,95,12.48,light rain
386,Cabedelo,BR,-6.9811,-34.8339,81.27,72,98,10.6,overcast clouds
387,Gat,IL,31.61,34.7642,59.4,64,0,4.63,clear sky
388,Koulikoro,ML,14.0,-7.75,73.29,19,70,5.97,broken clouds
389,Bereda,ES,43.2686,-7.5406,44.58,100,70,3.27,broken clouds
390,Karonga,MW,-9.9333,33.9333,74.44,78,92,5.26,light rain
391,Lavrentiya,RU,65.5833,-171.0,19.63,91,31,8.1,scattered clouds
392,Osoyoos,CA,49.0331,-119.4524,34.56,86,93,5.75,overcast clouds
393,Mehamn,NO,71.0357,27.8492,31.95,86,40,9.22,scattered clouds
394,Hazorasp,UZ,41.3194,61.0742,15.64,60,33,4.94,scattered clouds
395,La Ronge,CA,55.1001,-105.2842,-10.95,64,75,2.3,broken clouds
396,Zhigansk,RU,66.7697,123.3711,-31.16,99,70,6.35,broken clouds
397,Zarubino,RU,42.63,131.0922,14.56,55,92,22.5,overcast clouds
398,Ojinaga,MX,29.5667,-104.4167,65.57,36,0,13.8,clear sky
399,Huanren,CN,41.2647,125.3667,10.33,53,45,5.23,scattered clouds
400,Egvekinot,RU,66.3167,-179.1667,10.49,88,66,2.44,broken clouds
401,Grindavik,IS,63.8424,-22.4338,46.35,81,75,25.32,broken clouds
402,Kathu,TH,7.9178,98.3332,84.74,74,99,7.2,overcast clouds
403,Hualmay,PE,-11.0964,-77.6139,68.77,80,60,9.1,broken clouds
404,Nome,US,64.5011,-165.4064,24.87,80,100,10.36,overcast clouds
405,Sokoni,TZ,-6.4333,39.55,76.86,83,80,7.58,light rain
406,Codrington,AU,-38.2667,141.9667,60.71,76,90,8.75,overcast clouds
407,Anloga,GH,5.7947,0.8973,80.65,81,86,8.3,overcast clouds
408,Zyryanovsk,KZ,49.7386,84.2719,-23.12,99,22,2.01,few clouds
409,Umm Lajj,SA,25.0213,37.2685,74.89,51,97,9.31,overcast clouds
410,Along,IN,28.1667,94.7667,54.16,69,22,1.61,few clouds
411,Alugan,PH,12.2188,125.4808,81.64,83,92,14.7,overcast clouds
412,Sao Francisco,BR,-15.9486,-44.8644,70.52,95,59,4.72,broken clouds
413,Trelew,AR,-43.249,-65.3051,67.33,43,16,25.66,few clouds
414,Ndola,ZM,-12.9587,28.6366,67.55,86,71,3.0,broken clouds
415,Dunedin,NZ,-45.8742,170.5036,61.81,57,25,8.99,scattered clouds
416,Mandera,KE,3.9366,41.867,81.0,48,68,16.02,broken clouds
417,Kibaya,TZ,-5.3,36.5667,59.94,94,92,4.14,overcast clouds
418,Leninskoye,KZ,41.7589,69.3864,35.62,88,96,8.32,overcast clouds
419,Chernyshevskiy,RU,63.0128,112.4714,-25.06,97,82,4.47,broken clouds
420,Mayo,US,38.8876,-76.5119,57.31,45,100,16.11,overcast clouds
421,The Valley,AI,18.217,-63.0578,80.46,78,20,5.75,few clouds
422,Atar,MR,20.5169,-13.0499,70.88,17,7,7.11,clear sky
423,Gotsu,JP,35.0,132.2167,45.9,72,99,10.2,light rain
424,Motygino,RU,58.1831,94.7592,-6.21,94,100,11.59,light snow
425,Maldonado,UY,-34.6667,-54.9167,78.22,77,20,16.11,few clouds
426,Aklavik,CA,68.2191,-135.0107,1.4,78,75,4.61,light snow
427,Svetlyy,RU,54.675,20.1347,33.96,93,100,6.38,overcast clouds
428,Divnogorsk,RU,55.9594,92.3619,0.09,97,25,4.32,scattered clouds
429,Honiara,SB,-9.4333,159.95,85.21,68,67,3.69,broken clouds
430,Morondava,MG,-20.2833,44.2833,75.94,82,68,3.18,light rain
431,Muros,ES,42.7762,-9.0603,49.08,91,98,5.64,overcast clouds
432,Cabo San Lucas,MX,22.8909,-109.9124,81.61,62,20,10.36,few clouds
433,Hovd,MN,48.0056,91.6419,-3.78,79,100,3.18,overcast clouds
434,Bonavista,CA,48.6499,-53.1147,27.48,73,49,5.77,scattered clouds
435,Albanel,CA,48.8832,-72.4487,30.34,93,100,14.97,snow
436,Teya,RU,60.3778,92.6267,0.19,97,100,7.83,light snow
437,Belogorsk,RU,50.9158,128.4611,-23.82,95,8,6.38,clear sky
438,Bulgan,MN,48.8125,103.5347,-11.56,88,2,3.38,clear sky
439,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,94,75,5.95,broken clouds
440,Luebo,CD,-5.35,21.4167,67.93,98,93,1.05,overcast clouds
441,Ixtapa,MX,20.7,-105.2,79.23,69,0,8.05,clear sky
442,Cherskiy,RU,68.75,161.3,4.55,95,100,6.06,light snow
443,Berlevag,NO,70.8578,29.0864,32.0,80,0,11.5,clear sky
444,Ospitaletto,IT,45.1333,10.6,45.12,90,83,1.99,broken clouds
445,Morehead,US,37.2711,-87.1764,40.75,42,0,6.91,clear sky
446,Razole,IN,16.4833,81.8333,71.28,89,4,4.03,clear sky
447,Brigantine,US,39.4101,-74.3646,59.2,94,100,13.8,overcast clouds
448,Sayyan,YE,15.1718,44.3244,48.18,39,0,3.67,clear sky
449,Peterhead,GB,57.5058,-1.7981,43.5,81,98,22.32,overcast clouds
450,Mareeba,AU,-17.0,145.4333,71.44,96,100,1.81,overcast clouds
451,Uyo,NG,5.0333,7.9266,76.33,89,96,3.36,overcast clouds
452,Puqi,CN,29.7167,113.8833,28.83,96,100,5.95,snow
453,Bagdarin,RU,54.4333,113.6,-14.85,85,100,3.69,overcast clouds
454,Ambilobe,MG,-13.2,49.05,75.7,85,91,1.23,overcast clouds
455,Nexo,DK,55.0607,15.1306,39.29,75,100,12.12,overcast clouds
456,San Jose,US,37.3394,-121.895,63.01,45,40,7.0,scattered clouds
457,Ola,RU,59.5833,151.2833,23.14,82,100,17.27,light snow
458,Mackay,AU,-21.15,149.2,71.69,83,100,10.51,overcast clouds
459,Nara,JP,34.6851,135.8049,45.5,50,37,5.95,scattered clouds
460,Umarkot,PK,25.3616,69.7362,64.8,26,0,6.62,clear sky
461,Nizhnevartovsk,RU,60.9344,76.5531,-11.18,77,0,2.24,clear sky
462,Lichinga,MZ,-13.3128,35.2406,62.69,94,100,11.5,overcast clouds
463,Kupang,ID,-10.1667,123.5833,77.58,94,20,2.3,few clouds
464,Mbandaka,CD,0.0487,18.2603,68.02,96,100,1.77,overcast clouds
465,Yuncheng,CN,35.0231,110.9928,20.46,43,49,4.54,scattered clouds
466,Naze,JP,28.3667,129.4833,58.12,75,100,18.59,overcast clouds
467,Flin Flon,CA,54.7682,-101.865,-7.76,59,75,4.61,broken clouds
468,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.98,94,100,2.57,overcast clouds
469,Maragogi,BR,-9.0122,-35.2225,77.74,77,100,9.64,overcast clouds
470,Takhtamygda,RU,54.1,123.5667,-35.18,99,30,1.77,scattered clouds
471,Ulaangom,MN,49.9811,92.0667,-11.72,95,100,1.66,overcast clouds
472,Marzuq,YE,14.4,46.4667,60.84,72,0,1.57,clear sky
473,Boden,SE,65.8252,21.6886,32.0,98,100,1.28,overcast clouds
474,Kantilo,IN,20.35,85.1833,67.6,77,0,2.68,clear sky
475,Vigrestad,NO,58.5667,5.7,42.58,73,13,12.62,few clouds
476,Cidreira,BR,-30.1811,-50.2056,70.66,94,99,20.6,moderate rain
477,Bay Roberts,CA,47.5999,-53.2648,24.15,63,7,4.38,clear sky
478,Gua Musang,MY,4.8823,101.9644,71.11,99,100,0.92,overcast clouds
479,Cordoba,AR,-31.4135,-64.1811,74.25,56,40,8.05,scattered clouds
480,San Luis,AR,-33.295,-66.3356,74.32,44,80,11.1,broken clouds
481,Karratha,AU,-20.7377,116.8463,83.17,48,79,9.24,light rain
482,Seoul,KR,37.5683,126.9778,17.2,48,0,5.75,clear sky
483,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,80,75,2.24,broken clouds
484,Meulaboh,ID,4.1363,96.1285,75.18,88,100,3.0,overcast clouds
485,Uvat,RU,59.1433,68.8953,-4.22,92,91,4.52,overcast clouds
486,Abadan,IR,30.3392,48.3043,71.55,94,82,2.3,broken clouds
487,Mazagao,BR,-0.115,-51.2894,82.45,85,96,5.12,overcast clouds
488,Melito Di Porto Salvo,IT,37.9222,15.7714,59.14,82,75,8.05,broken clouds
489,Mountain View,US,37.3861,-122.0838,62.49,51,0,8.05,clear sky
490,San Buenaventura,MX,27.0833,-101.5333,61.72,55,75,8.05,broken clouds
491,Santa Rosa,PH,14.3122,121.1114,77.11,95,99,11.3,moderate rain
492,Amahai,ID,-3.3333,128.9167,80.08,80,100,2.13,overcast clouds
493,Honningsvag,NO,70.9821,25.9704,35.35,80,100,14.97,overcast clouds
494,Alamogordo,US,32.8995,-105.9603,61.95,31,0,12.66,clear sky
495,Dalvik,IS,65.9702,-18.5286,44.53,89,100,12.71,overcast clouds
496,Turukhansk,RU,65.8167,87.9833,5.77,94,100,13.13,overcast clouds
497,Sumter,US,28.7086,-82.0831,72.09,82,100,4.72,overcast clouds
498,Caravelas,BR,-17.7125,-39.2481,75.94,93,100,5.14,overcast clouds
499,Fojnica,BA,43.9625,17.8983,36.52,99,100,2.89,overcast clouds
500,Mapiri,BO,-15.25,-68.1667,75.13,76,85,1.03,overcast clouds
501,Arman,RU,59.7,150.1667,23.02,87,100,8.81,snow
502,Houma,US,29.5958,-90.7195,66.2,39,0,16.11,clear sky
503,Kahului,US,20.8947,-156.47,83.97,74,40,14.97,scattered clouds
504,Acapulco,MX,16.8634,-99.8901,85.82,66,40,3.44,scattered clouds
505,Pestravka,RU,52.405,49.9583,15.58,90,16,5.53,few clouds
506,San Juan,AR,-31.5375,-68.5364,74.43,39,60,16.71,light rain
507,Tazmalt,DZ,36.3868,4.3989,48.78,74,67,2.42,broken clouds
508,Anori,BR,-3.7728,-61.6442,81.39,75,99,1.3,overcast clouds
509,Bay City,US,43.5945,-83.8889,30.42,69,100,24.16,overcast clouds
510,Johi,PK,26.6921,67.6133,65.91,23,36,0.56,scattered clouds
511,Perigueux,FR,45.1833,0.7167,43.97,92,1,5.5,clear sky
512,Leningradskiy,RU,69.3833,178.4167,8.2,92,96,6.33,overcast clouds
513,Ulladulla,AU,-35.35,150.4667,64.9,64,52,4.65,broken clouds
514,Taganak,PH,6.0833,118.3,77.14,79,99,5.23,overcast clouds
515,Ust-Ishim,RU,57.6935,71.1665,-12.32,96,81,3.58,broken clouds
516,Ketchikan,US,55.3422,-131.6461,25.27,26,0,10.36,clear sky
517,Fengzhen,CN,40.4394,113.1536,6.04,28,0,6.62,clear sky
518,Xinxiang,CN,35.3089,113.8672,17.94,81,15,1.81,few clouds
519,Araouane,ML,18.9048,-3.5265,72.88,15,99,8.55,overcast clouds
520,Kyshtovka,RU,56.555,76.6271,-14.12,95,30,3.15,scattered clouds
521,Sri Aman,MY,1.2376,111.4621,71.65,100,99,0.0,overcast clouds
522,Pacific Grove,US,36.6177,-121.9166,58.55,60,0,6.91,clear sky
523,Bubaque,GW,11.2833,-15.8333,81.82,66,54,13.22,broken clouds
524,Rujiena,LV,57.8975,25.3316,26.06,95,100,3.2,overcast clouds
525,Aviles,ES,43.5547,-5.9248,55.92,77,75,8.05,broken clouds
526,Great Yarmouth,GB,52.6083,1.7305,44.42,83,28,7.49,scattered clouds
527,Superior,US,46.7208,-92.1041,19.29,64,40,25.32,scattered clouds
528,Martinopolis,BR,-22.1458,-51.1708,79.92,61,60,3.15,broken clouds
529,Adrar,MR,20.5022,-10.0711,66.61,19,38,8.21,scattered clouds
530,Gimli,CA,50.6336,-96.9907,8.62,66,99,6.91,overcast clouds
531,Cuauhtemoc,MX,28.4167,-106.8667,63.73,25,41,11.56,scattered clouds
532,Ayia Galini,GR,35.1,24.6833,63.75,78,90,10.92,moderate rain
533,Ankazoabo,MG,-22.2833,44.5167,69.57,82,100,2.04,light rain
534,Mednogorsk,RU,51.4128,57.595,-0.69,82,6,3.62,clear sky
535,Pingliang,CN,35.5392,106.6861,18.18,29,92,1.23,overcast clouds
536,Portland,US,45.5234,-122.6762,45.66,91,100,16.11,mist
537,Labuan,MY,5.2767,115.2417,77.36,100,20,0.0,few clouds
538,Santo Tomas,PH,14.1079,121.1414,75.56,91,100,7.23,light rain
539,Okahandja,NA,-21.9833,16.9167,79.61,28,74,7.63,broken clouds
540,Dajabon,DO,19.5488,-71.7083,75.65,83,65,8.03,light rain
541,Loukhi,RU,66.0764,33.0381,25.92,96,100,4.09,overcast clouds
542,Rio Grande,BR,-32.035,-52.0986,77.11,89,14,17.83,few clouds
543,Iqaluit,CA,63.7506,-68.5145,-20.31,68,20,15.01,few clouds
544,Beisfjord,NO,68.3751,17.5988,32.05,85,99,3.38,light snow
545,Cascais,PT,38.6979,-9.4215,56.93,93,85,13.0,light rain
546,Saint-Augustin,CA,51.226,-58.6502,3.74,94,86,0.87,overcast clouds
547,Buala,SB,-8.145,159.5921,82.02,77,100,4.92,light rain
548,Wattegama,LK,6.7989,81.4808,71.94,96,97,2.57,overcast clouds
549,Balkhash,KZ,46.844,74.9804,20.23,94,100,9.48,snow
550,Tinaquillo,VE,9.9186,-68.3047,84.27,87,27,5.44,scattered clouds
551,Filadelfia,US,39.9523,-75.1638,55.87,81,100,19.57,overcast clouds
552,Payo,ID,-3.7508,103.6372,71.15,98,84,2.01,broken clouds
553,Alyangula,AU,-13.8483,136.4192,84.81,62,96,8.72,overcast clouds
554,Dong Xoai,VN,11.5333,106.9167,70.43,95,100,4.29,overcast clouds
555,Port Augusta,AU,-32.5,137.7667,72.25,38,9,7.09,clear sky
556,Selikhino,RU,50.3672,137.4996,-5.49,89,100,16.26,overcast clouds
557,Zinder,NE,13.8072,8.9881,65.34,24,4,9.48,clear sky
558,Koumra,TD,8.9126,17.5539,75.11,28,97,5.01,overcast clouds
559,Canaries,ES,28.0,-15.5,62.56,64,20,10.36,few clouds
560,Wageningen,NL,51.9667,5.6667,44.11,94,100,4.61,mist
561,Torbat-E Jam,IR,35.244,60.6225,44.62,76,100,5.57,overcast clouds
562,Maningrida,AU,-12.0667,134.2667,80.91,53,100,4.92,overcast clouds
563,Vila Velha,BR,-20.3297,-40.2925,76.95,94,100,8.05,overcast clouds
564,Husavik,IS,66.0449,-17.3389,42.4,88,100,10.98,overcast clouds
565,Shadegan,IR,30.6497,48.6647,67.95,70,84,2.35,broken clouds
566,Yuxia,CN,34.0615,108.6291,20.01,43,58,3.71,broken clouds
567,Sheltozero,RU,61.3667,35.3667,21.94,79,100,5.08,overcast clouds
568,Marystown,CA,47.1666,-55.1483,29.07,62,6,5.86,clear sky
569,Texarkana,US,33.4251,-94.0477,53.82,34,0,4.61,clear sky
570,Urumqi,CN,43.801,87.6005,-3.05,71,0,2.24,clear sky
571,Wanning,CN,18.8003,110.3967,75.24,91,97,13.71,light rain
572,Gay,RU,51.4666,58.4552,0.12,90,6,5.95,clear sky
573,Nyimba,ZM,-14.5566,30.8149,65.43,92,6,3.8,clear sky
574,Sibolga,ID,1.7427,98.7792,75.13,91,100,1.32,overcast clouds
575,Olafsvik,IS,64.8945,-23.7142,43.93,75,81,30.04,broken clouds
576,Teguise,ES,29.0605,-13.564,61.02,72,40,6.91,scattered clouds
577,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,81.34,48,70,15.9,light rain
578,Kuala Terengganu,MY,5.3302,103.1408,76.95,94,20,2.3,few clouds
579,Rosetta,EG,31.4044,30.4164,64.17,72,0,7.74,clear sky
580,Guider,CM,9.9342,13.9486,76.06,29,76,6.38,broken clouds
581,Pokosnoye,RU,55.5258,101.0536,-0.49,85,100,17.27,overcast clouds
582,Irtyshskiy,RU,58.3333,68.1333,-0.17,88,98,5.53,overcast clouds
583,Kadoma,JP,34.7333,135.5833,49.98,65,20,2.3,few clouds
584,Arroyo,ES,41.6096,-4.7969,41.14,88,0,4.61,clear sky
585,Salinopolis,BR,-0.6136,-47.3561,78.98,79,87,7.9,overcast clouds
586,Kaura Namoda,NG,12.5898,6.5779,69.62,21,33,9.73,scattered clouds
587,Mount Isa,AU,-20.7333,139.5,78.57,41,0,10.36,clear sky
588,Jaicos,BR,-7.3592,-41.1378,79.47,65,60,0.22,broken clouds
589,Kautokeino,NO,69.0125,23.0412,24.44,96,100,5.57,overcast clouds
590,Rantepao,ID,-2.9701,119.8978,68.65,92,97,2.1,overcast clouds
591,Devon,GB,50.75,-3.75,46.56,96,96,6.11,overcast clouds
592,Kapit,MY,2.0167,112.9333,73.56,98,100,0.78,overcast clouds
593,Gamba,GA,-2.65,10.0,75.42,89,92,3.56,light rain
594,Khani,GE,41.9563,42.9566,45.97,79,21,5.95,few clouds
595,Kula,TR,38.5473,28.6498,51.31,82,97,6.22,overcast clouds
596,Bethanien,NA,-26.502,17.1583,77.81,35,32,2.89,scattered clouds
597,Revelstoke,CA,50.9832,-118.2023,21.22,93,100,2.3,overcast clouds
598,Tallahassee,US,30.4383,-84.2807,67.68,94,100,10.56,overcast clouds
599,Bowen,AU,-20.0167,148.2333,72.34,82,100,9.08,overcast clouds
600,Winnemucca,US,40.973,-117.7357,48.25,29,95,8.05,overcast clouds
601,Haines Junction,CA,60.7522,-137.5108,-16.65,76,100,0.0,overcast clouds
602,Noumea,NC,-22.2763,166.4572,87.78,99,71,5.99,broken clouds
603,Makokou,GA,0.5738,12.8642,67.5,98,89,2.37,overcast clouds
604,Vaitape,PF,-16.5167,-151.75,80.38,77,15,13.85,few clouds
605,Dingli,MT,35.8614,14.3822,55.81,82,20,8.05,few clouds
606,Maniitsoq,GL,65.4167,-52.9,20.93,75,100,35.01,overcast clouds
607,Tessalit,ML,20.1986,1.0114,69.85,19,24,6.69,few clouds
608,Balikpapan,ID,-1.2675,116.8289,77.99,94,20,0.0,few clouds
609,Kuito,AO,-12.3833,16.9333,59.25,96,92,2.73,light rain
610,Derzhavinsk,KZ,51.1,66.3167,9.99,84,100,12.3,overcast clouds
611,Murgab,TM,37.4966,61.9714,44.47,76,100,9.22,overcast clouds
612,Santa Isabel,BR,-23.3156,-46.2214,70.9,95,67,3.18,broken clouds
613,Beloostrov,RU,60.1512,30.0015,24.8,88,100,3.44,overcast clouds
614,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,79.63,52,73,12.59,broken clouds
615,Saldanha,ZA,-33.0117,17.9442,62.65,91,43,8.05,scattered clouds
616,Viransehir,TR,37.2353,39.7631,54.32,83,100,8.57,overcast clouds
617,Luanda,AO,-8.8368,13.2343,77.14,83,91,3.56,overcast clouds
618,Sangar,RU,63.9242,127.4739,-37.84,99,98,3.15,overcast clouds
619,Chiredzi,ZW,-21.05,31.6667,64.8,60,0,1.25,clear sky
620,Requena,ES,39.4883,-1.1004,44.8,73,100,2.71,overcast clouds
621,Shache,CN,38.4167,77.2406,18.68,21,13,3.87,few clouds
622,Borovskoy,KZ,53.8,64.15,0.93,91,97,7.65,overcast clouds
623,Flagstaff,US,35.1981,-111.6513,51.46,38,0,18.41,clear sky
624,Fagersta,SE,60.0042,15.7932,33.44,98,100,1.57,overcast clouds
625,Omsukchan,RU,62.5333,155.8,2.14,97,100,5.59,light snow
626,Malanje,AO,-9.5402,16.341,64.58,98,100,3.83,light rain
627,Aktau,KZ,43.65,51.2,19.98,37,100,11.59,overcast clouds
628,Margate,GB,51.3813,1.3862,47.89,91,52,8.93,broken clouds
629,Jiuquan,CN,39.7432,98.5174,8.29,82,22,2.37,few clouds
630,Talnakh,RU,69.4865,88.3972,-2.76,99,99,5.32,overcast clouds
631,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,25.32,light intensity drizzle
632,Camacha,PT,33.0833,-16.3333,63.82,88,75,11.5,broken clouds
633,Tura,IN,25.5198,90.2201,60.49,88,1,3.69,clear sky
634,Bam,IR,29.106,58.357,56.21,34,97,0.85,overcast clouds
635,Giyani,ZA,-23.3025,30.7187,65.52,66,0,5.64,clear sky
636,Taraz,KZ,42.9,71.3667,34.21,64,75,33.55,broken clouds
637,Basoko,CD,1.2391,23.616,69.67,96,99,2.06,overcast clouds
638,Bathsheba,BB,13.2167,-59.5167,79.41,78,20,12.66,few clouds
639,Tepango,MX,20.0,-97.8167,59.67,98,77,3.09,broken clouds
640,Manoel Urbano,BR,-8.8389,-69.2597,83.73,62,56,5.7,broken clouds
641,Kirksville,US,40.1948,-92.5833,30.15,49,0,13.8,clear sky
642,Zalesovo,RU,53.9939,84.7431,-8.09,86,2,5.57,clear sky
643,Parsabad,IR,39.6482,47.9174,38.62,96,100,6.13,light rain
644,Tombouctou,ML,20.0,-3.0,69.57,19,71,9.84,broken clouds
645,Sambava,MG,-14.2667,50.1667,72.34,92,15,4.76,few clouds
646,Dombasle-Sur-Meurthe,FR,48.6252,6.3497,44.01,93,100,6.91,overcast clouds
647,Beringovskiy,RU,63.05,179.3167,26.78,91,100,10.04,overcast clouds
648,Mamallapuram,IN,12.6264,80.1722,78.85,88,32,9.86,scattered clouds
649,Kizukuri,JP,40.8061,140.3861,32.52,72,99,17.83,light snow
650,Tsurib,RU,42.2368,46.8307,36.9,84,100,1.72,overcast clouds
651,Bemidji,US,47.4736,-94.8803,10.9,80,0,16.11,clear sky
652,Khvoynaya,RU,58.9,34.5333,10.94,95,89,3.65,overcast clouds
653,Vorukh,TJ,39.8494,70.5838,36.14,79,89,5.97,overcast clouds
654,Liverpool,GB,53.4106,-2.9779,43.14,94,75,4.61,broken clouds
655,Upata,VE,8.0086,-62.3989,76.19,91,44,4.03,scattered clouds
656,Onega,RU,63.9061,38.1404,14.23,90,99,4.76,overcast clouds
657,Tabas,IR,33.5959,56.9244,52.02,37,100,4.61,overcast clouds
658,Shahr-E Babak,IR,30.1165,55.1186,49.87,39,94,4.29,overcast clouds
659,Santa Maria,BR,-29.6842,-53.8069,85.3,48,20,13.8,few clouds
660,Tadine,NC,-21.55,167.8833,83.26,70,77,8.84,broken clouds
661,Elat,IL,29.5581,34.9482,62.44,51,0,6.91,clear sky
662,Darhan,MN,49.4867,105.9228,-8.86,87,35,6.96,scattered clouds
663,Burnie,AU,-41.0667,145.9167,60.94,46,0,1.72,clear sky
664,Ransang,PH,8.9603,117.5828,79.39,81,91,3.18,overcast clouds
665,Belmonte,BR,-15.8631,-38.8828,76.91,91,100,8.55,moderate rain
666,Nieves,PH,15.3274,120.9485,80.11,82,91,4.9,overcast clouds
667,Welkom,ZA,-27.9864,26.7066,73.56,36,31,6.24,scattered clouds
668,Mitchell,US,43.7094,-98.0298,26.58,50,0,8.05,clear sky
669,Leh,IN,34.1667,77.5833,18.93,57,95,0.76,overcast clouds
670,Solnechnyy,RU,50.7214,136.6319,-9.72,95,66,3.4,broken clouds
671,Storforshei,NO,66.4043,14.5233,26.65,93,75,0.0,broken clouds
672,Kim,TJ,40.208,70.4688,38.98,83,97,14.45,overcast clouds
673,Agadez,NE,19.75,10.25,61.32,34,2,5.37,clear sky
674,Yanam,IN,16.7333,82.2167,71.74,86,4,4.12,clear sky
675,Pizarro,CO,4.9533,-77.366,77.07,86,78,6.33,light rain
676,Gaoual,GN,11.75,-13.2,78.39,47,12,1.52,few clouds
677,San Joaquin,US,37.9333,-121.3011,62.33,43,0,3.44,clear sky
678,Pula,HR,44.8683,13.8481,45.57,70,20,6.91,few clouds
679,Rodrigues Alves,BR,-7.738,-72.6509,89.8,52,91,3.31,overcast clouds
680,Pasni,PK,25.2631,63.471,74.41,42,96,4.29,overcast clouds
681,Vostok,RU,46.4856,135.8833,-7.56,94,100,12.68,overcast clouds
